,text,identity_attack_x,bias,target,category,rationale,race,religion,gender,lgbtq,political
4981,How can you say that about people of colour? What do you think they are going to do to you?,0.25,0,poc,none,,0,0,0,0,0
4982,The question here is: is Islam responsible for the attacks committed by a small minority of people? The responsibility should only be on those who break the law.,0.25,0,muslims,none,,0,0,0,0,0
4983,"Every ethnic group, regardless of its culture, can be a part of European society. The mere existence of a minority is not a reason to target it.",0.25,0,other,none,,0,0,0,0,0
4984,They cannot steal a job that is offered or granted,0.25,0,migrants,none,,0,0,0,0,0
4985,"Nomadism is a myth ... only 3% is nomadic, they are not nomadic by culture. In the past they were forced to flee persecution and move several times",0.25,0,other,none,,0,0,0,0,0
4986,Islam is not a religion of oppression and intolerance.,0.25,0,muslims,none,,0,0,0,0,0
4987,There is no evidence that women are less intelligent than men. Do you have any?,0.25,0,women,none,,0,0,0,0,0
4988,"Even if LGBT+ love does not fall under your definition of marriage, they should be allowed to be happy and happy together. Not forced to live apart or segregated.",0.25,0,lgbtq,none,,0,0,0,0,0
4989,"Feminist is a term used to describe people who take pride in their gender and desire the ability to have a stable and happy life, without discrimination.",0.25,0,women,none,,0,0,0,0,0
4990,What have 'all' Pakistani people done to deserve deportation? Sweeping generalisations like this are divisive and fuel false fearmongering around migrants.,0.25,0,muslims,none,,0,0,0,0,0
4991,"The West is full of cultures and religions, and there is no reason to restrict the right of people to choose which ones they want to belong to.",0.25,0,muslims,none,,0,0,0,0,0
4992,Migrants come here to work and pay taxes. They don't deserve to be called 'a burden'.,0.25,0,migrants,none,,0,0,0,0,0
4993,"Migrants are highly regarded in US society, and are treated like sons and daughters: they contribute to our country.",0.25,0,migrants,none,,0,0,0,0,0
4994,The idea that Muslims are a problem in Europe is simply not founded. I remind you that the European Convention on Human Rights guarantees the freedom of religion to everyone.,0.25,0,muslims,none,,0,0,0,0,0
4995,"The Declaration of Independence gives everyone the right to ""life, liberty, the pursuit of happiness and the pursuit of education"".",0.25,0,other,none,,0,0,0,0,0
4996,How exactly do you define if a religion is 'incompatible with modern culture'?,0.25,0,muslims,none,,0,0,0,0,0
4997,"This is not true. The refugees fleeing wars are often persecuted for their religion and culture, and even killed. Many of them have never harmed anyone, and their contribution is very valuable to our society.",0.25,0,migrants,none,,0,0,0,0,0
4998,The statistics on this matter are very vague. Could you vouch for the veracity of the statement?,0.25,0,lgbtq,none,,0,0,0,0,0
4999,Isn't racism why there is violence in the first place?,0.25,0,poc,none,,0,0,0,0,0
5000,"Maybe hostile, discriminatory comments like this aren't helping.",0.25,0,muslims,none,,0,0,0,0,0
5001,"Human beings are the best exemplars of diversity in nature. If we wish to achieve the best possible society, then a diversity of beliefs, opinions and experiences is absolutely necessary.",0.25,0,muslims,none,,0,0,0,0,0
5002,"Everyone is entitled to their opinion, and if you hold that opinion, then you have the right to say it. It is up to people to accept or reject it. Talking about rights as if you were talking about opinions should be done very carefully.",0.25,0,migrants,none,,0,0,0,0,0
5003,How do you know that they are practicing devil worship?,0.25,0,lgbtq,none,,0,0,0,0,0
5004,Autism is a condition affecting social interactions. No special treatment is too much when it comes to children's health.,0.25,0,disabled,none,,0,0,0,0,0
5005,"Islam is a religion, usually peaceful coexisting with other cultures and religions. It promotes peace and justice and has a very positive impact on a lot of the world's societies.",0.25,0,muslims,none,,0,0,0,0,0
5006,"Well, of course women can cause problems, but so can men. It seems to me that you're confused.",0.25,0,women,none,,0,0,0,0,0
5007,Many immigrants come here to work and have a better life. Why do you think we have to stop migration?,0.25,0,migrants,none,,0,0,0,0,0
5008,Homosexuality is not a mental disorder and has nothing to do with social problems. It is just a human sexual orientation among many.,0.25,0,lgbtq,none,,0,0,0,0,0
5009,"Women are human, just like anybody else, and the rights of women should be respected.",0.25,0,women,none,,0,0,0,0,0
5010,What right do you have to judge other human beings? I ask because I don't think it's something you should be concerned about.,0.25,0,women,none,,0,0,0,0,0
5011,Are you talking about gay men being violent toward their partners? You should really check your facts.,0.25,0,lgbtq,none,,0,0,0,0,0
5012,"Did you know that many workers who are employed by construction, restaurant staff, and many other jobs are immigrants? Do you know why? Because we don't want to do those jobs anymore, that's why!",0.25,0,migrants,none,,0,0,0,0,0
5013,"If you really want to give a platform to anti-Muslim prejudice, I would suggest that you look at the real reasons why people of different faiths have a different experience in this world. You will find no grounds for your prejudice but prejudice itself.",0.25,0,muslims,none,,0,0,0,0,0
5014,"Apart from very few exceptions (such as medical care for victims of human trafficking), undocumented immigrants are not eligible for federal public benefits such as Social Security, Medicaid, Medicare or food stamps. In addition, most immigrants with lawful status are not entitled to these benefits if they have been in the country for less than five years. As a paradoxical result, Social Security is often deducted from immigrants’ paychecks but they cannot access those benefits they pay for. According to a 2018 study, immigrants use 27% fewer benefits relative to U.S. natives of similar incomes and ages.",0.25,0,migrants,none,,0,0,0,0,0
5015,"Islam is a religion of peace. It is about love, and tolerance, and understanding. I don't see any need to be concerned about Muslims not contributing to our society.",0.25,0,muslims,none,,0,0,0,0,0
5016,"I find your concerns with gay people overwhelming, they are not the cause of dog abandonments and they do not have sex with animals. Instead of hiding behind homophobia, keep in mind that they are contributing members of society.",0.25,0,lgbtq,none,,0,0,0,0,0
5017,How about you stop blaming immigrants and start fixing our broken society?,0.25,0,migrants,none,,0,0,0,0,0
5018,"If I had a nickel for every time someone tells me that they hate immigration, I'd be a millionaire in a few months.",0.25,0,migrants,none,,0,0,0,0,0
5019,Feminism has always been in favour of women's rights. Now is time for us to open our hearts and minds and stop giving in to sexism.,0.25,0,women,none,,0,0,0,0,0
5020,Many studies have shown that immigrants tend to pay more in taxes than they receive in benefits. This means that they also cover the cost of the welfare for some U.S. nativeborn.,0.25,0,migrants,none,,0,0,0,0,0
5021,"What you are doing is trying to make a connection between a particular religion and a set of actions. This cannot be, because there is no evidence for the claims you are making.",0.25,0,muslims,none,,0,0,0,0,0
5022,"Isn't it bettter to have people working hard and doing a good job, regardless of where they come from?",0.25,0,migrants,none,,0,0,0,0,0
5023,"Feminism is a human rights movement, and it has always stood for the equality of the sexes.",0.25,0,women,none,,0,0,0,0,0
5024,Who decides who to deport? Do you? I think there are laws on that already.,0.25,0,muslims,none,,0,0,0,0,0
5025,"The rights of religion are part of the country's constitution and are protected by law. It is important that laws are upheld and,accordingly, Muslims should not be deported.",0.25,0,muslims,none,,0,0,0,0,0
5026,"Migration in an inescapable consequence of our contemporary world and society. There is little point in discussing when or how to stop it, unless this is part of a wider debate about underlying condtions and causes.",0.25,0,migrants,none,,0,0,0,0,0
5027,"They're not fake: they're just coming here to work, study or provide for their families.",0.25,0,migrants,none,,0,0,0,0,0
5028,"How about the money they contribute to our economy, their expertise and knowledge, their culture, tasty food. Should I go on?",0.25,0,muslims,none,,0,0,0,0,0
5029,"Not quite sure I agree, I have never felt threatened by a Jewish person, whereas I'm pretty scared of nuclear war.",0.25,0,jews,none,,0,0,0,0,0
5030,It is not ok to use racism against any group. You would feel bad if anyone treated you as you just claimed to do against black people.,0.25,0,poc,none,,0,0,0,0,0
5031,Explain what exactly?,0.25,0,jews,none,,0,0,0,0,0
5032,"No one has the right to control others' private life, and no one should judge others based on the colour of their skin.",0.25,0,poc,none,,0,0,0,0,0
5033,"Some people are indeed opportunists, but not all Jewish are. Why do you say so?",0.25,0,jews,none,,0,0,0,0,0
